business_name,niche,phone,whatsapp,rating,reviews,website_status,branch_signal,digital_score,priority_score,maps_link,district,city,website,short_address,taluka
Rg Classes 11th 12th Commerce Classes,11th 12th Science,8380885566,8380885566,5.0,112,no_website,single_location,95,120,"https://www.google.com/maps/place/RG Classes 11th 12th Commerce Classes , CA Classes Amravati/data=!4m7!3m6!1s0x3bd6a50121523205:0x4c4de5a799c9cdf7!8m2!3d20.9292155!4d77.7565492!16s/g/11h6g2c_7_!19sChIJBTJSIQGl1jsR983JmaflTUw",Amravati,,,"Amrawati Tahsil, Amravati",
Iin Ideal Institute Of NEET,"IIT JEE, NEET",7620599664,7620599664,4.6,20,no_website,single_location,95,110,https://www.google.com/maps/place/IIN Ideal Institute of NEET/data=!4m7!3m6!1s0x3bd6a53dbf372ea5:0xd8f927f0b99f0202!8m2!3d20.930639!4d77.7548938!16s/g/11sx4lyj58!19sChIJpS43vz2l1jsRAgKfufAn-dg,Amravati,,,"Jyastambh Chowk, Amravati",
Dr Madhuri Gulhane's Biology Uccb Amravati Best NEET Biology Amravati,"NEET, 11th 12th Science",7709161757,7709161757,5.0,64,no_website,single_location,95,100,https://www.google.com/maps/place/Dr Madhuri Gulhane's Biology UCCB Amravati Best NEET Biology Amravati/data=!4m7!3m6!1s0x3bd6a3a9b73b540f:0x99736d5c805adee5!8m2!3d20.9183927!4d77.7489633!16s/g/11hy_82_0_!19sChIJD1Q7t6mj1jsR5d5agFxtc5k,Amravati,,,"Uccb, Amravati",
Global Spoken English & Personality Development,"11th 12th Science, English Speaking",9637339536,9637339536,5.0,674,no_website,single_location,95,90,https://www.google.com/maps/place/GLOBAL SPOKEN ENGLISH & PERSONALITY DEVELOPMENT/data=!4m7!3m6!1s0x3bd6bd9c9f941d3f:0xc5defe1b0fdbe936!8m2!3d20.9452371!4d77.7421277!16s/g/11hyvdktbd!19sChIJPx2Un5y91jsRNunbDxv-3sU,Amravati,,,"Transport Nagar, Amravati",
Aniket Thakare Chemistry Classes,"IIT JEE, NEET, 11th 12th Science, MHT-CET, CET",9890911383,9890911383,5.0,270,no_website,single_location,95,85,https://www.google.com/maps/place/Aniket Thakare Chemistry Classes - Best JEE Coaching Classes In Amravati Best NEET Coaching Classes In Amravati MHT-CET/data=!4m7!3m6!1s0x3bd6a56b2da87eb3:0x5a99dc042310bda8!8m2!3d20.9169834!4d77.7516255!16s/g/11sswp5_gv!19sChIJs36oLWul1jsRqL0QIwTcmVo,Amravati,,,"Sharda Vihar, Amravati",
Jayhari Shep Physics Classes,11th 12th Science,8975738087,8975738087,5.0,251,no_website,single_location,95,85,https://www.google.com/maps/place/Jayhari Shep physics classes/data=!4m7!3m6!1s0x3bd6a51f272ccf17:0x8dd89a90a60a10de!8m2!3d20.9178433!4d77.7520711!16s/g/11h4qhv_gx!19sChIJF88sJx-l1jsR3hAKppCa2I0,Amravati,,,"Devankar Nagar, Amravati",
Nucleon Coaching Center,11th 12th Science,8275288882,8275288882,5.0,31,no_website,multiple_branches,95,85,https://www.google.com/maps/place/Nucleon Coaching Center/data=!4m7!3m6!1s0x3bd6a3e1d61ca88b:0x210ac3bfe14db829!8m2!3d20.9505985!4d77.7660941!16s/g/11xtglwq14!19sChIJi6gc1uGj1jsRKbhN4b_DCiE,Amravati,,,"Gadge Nagar, Amravati",
One On One Share Market Training And Guidance Centre,11th 12th Science,8983710731,8983710731,4.9,661,no_website,multiple_branches,95,85,https://www.google.com/maps/place/One On One Share Market Training and Guidance Centre/data=!4m7!3m6!1s0x3bd6a58a0129c7f9:0x554aaceaf7ffc4a2!8m2!3d20.9265674!4d77.7532162!16s/g/11f5_l1z4r!19sChIJ-ccpAYql1jsRosT_9-qsSlU,Amravati,,,"Rajkamal Square, Amravati",
Ccit Banking Institute Amravati,CET,7219596555,7219596555,4.9,294,no_website,single_location,95,85,https://www.google.com/maps/place/CCIT BANKING INSTITUTE AMRAVATI/data=!4m7!3m6!1s0x3bd6a58b6cef3419:0xf332a123c089bded!8m2!3d20.9185134!4d77.7539012!16s/g/11fhzzvclx!19sChIJGTTvbIul1jsR7b2JwCOhMvM,Amravati,,,"Sharda Vihar, Amravati",
Ideal Coaching Classes,11th 12th Science,9604334722,9604334722,4.8,252,no_website,single_location,95,85,https://www.google.com/maps/place/Ideal Coaching Classes/data=!4m7!3m6!1s0x3bd6a36771eaa7c1:0x44d069d9200b10b4!8m2!3d20.9452564!4d77.7693777!16s/g/11g9dj_p5h!19sChIJwafqcWej1jsRtBALINlp0EQ,Amravati,,,"Gadge Nagar, Amravati",
Resonance Academy,11th 12th Science,7758816553,7758816553,4.7,193,no_website,single_location,95,85,https://www.google.com/maps/place/Resonance Academy/data=!4m7!3m6!1s0x3bd6a33869d29a19:0x5e572438813cff7e!8m2!3d20.9616985!4d77.758921!16s/g/12jlnxrvq!19sChIJGZrSaTij1jsRfv88gTgkV14,Amravati,,,"Samata Colony, Amravati",
Chanakya Academy Ajinkya Waghmare Sir,11th 12th Science,9503333839,9503333839,4.6,120,no_website,single_location,95,85,https://www.google.com/maps/place/CHANAKYA ACADEMY-Ajinkya Waghmare Sir/data=!4m7!3m6!1s0x3bd6a34ce4e68769:0xe28e0fc3350a7ded!8m2!3d20.9512892!4d77.7671668!16s/g/11grbv7x95!19sChIJaYfm5Eyj1jsR7X0KNcMPjuI,Amravati,,,"Gadge Nagar, Amravati",
Vidarbh Ias Academy Amravati,"11th 12th Science, UPSC",8668920552,8668920552,4.3,137,no_website,single_location,95,85,"https://www.google.com/maps/place/VIDARBH IAS ACADEMY, AMRAVATI/data=!4m7!3m6!1s0x3bd6a3f21cacfe11:0xc30f4ab714127a22!8m2!3d20.9455135!4d77.7686357!16s/g/11f5qrnmt8!19sChIJEf6sHPKj1jsRInoSFLdKD8M",Amravati,,,"Gadge Nagar, Amravati",
Range Sir Biology Classes,"NEET, 11th 12th Science, CET",8149694591,8149694591,5.0,88,no_website,single_location,95,75,https://www.google.com/maps/place/Range Sir Biology Classes - Best Biology Classes In Amravati NEET Classes In Amravati CET Classes Amravati/data=!4m7!3m6!1s0x3bd6a54ff9ea3ba3:0x2e118e0f3e34ecf5!8m2!3d20.9178423!4d77.7520915!16s/g/11syw_r734!19sChIJozvq-U-l1jsR9ew0Pg-OES4,Amravati,,,"Sharda Vihar, Amravati",
Agrawal's Professional Academy Apa,11th 12th Science,9860792522,9860792522,5.0,80,no_website,single_location,95,75,https://www.google.com/maps/place/AGRAWAL'S PROFESSIONAL ACADEMY (APA)/data=!4m7!3m6!1s0x3bd6a5c0b01ca1a1:0xaef18533de78822d!8m2!3d20.9260264!4d77.7561281!16s/g/11t3vmcybn!19sChIJoaEcsMCl1jsRLYJ43jOF8a4,Amravati,,,"Amba Peth, Amravati",
Creative Academy,11th 12th Science,7350710712,7350710712,5.0,31,no_website,single_location,95,75,https://www.google.com/maps/place/Creative Academy/data=!4m7!3m6!1s0x3bd6a35e944ff01d:0xb675d2904670b329!8m2!3d20.941351!4d77.764025!16s/g/11tjy87kbv!19sChIJHfBPlF6j1jsRKbNwRpDSdbY,Amravati,,,"Panchavati, Amravati",
Bhuyar Sir Educare,11th 12th Science,9420123994,9420123994,4.9,134,no_website,single_location,95,75,https://www.google.com/maps/place/Bhuyar Sir Educare/data=!4m7!3m6!1s0x3bd6bdc620bc1e93:0x80e0281b0b4f434f!8m2!3d20.9742868!4d77.7399714!16s/g/11n8sww8wg!19sChIJkx68IMa91jsRT0NPCxso4IA,Amravati,,,"Navsaari, Amravati",
Swami Vivekanand Banking Tutorial,11th 12th Science,7776019183,7776019183,4.9,127,no_website,single_location,95,75,https://www.google.com/maps/place/Swami Vivekanand Banking Tutorial/data=!4m7!3m6!1s0x3bd6a39505728569:0x7492269c3c040922!8m2!3d20.9434609!4d77.7694216!16s/g/11f7bzjdy5!19sChIJaYVyBZWj1jsRIgkEPJwmknQ,Amravati,,,"Gadge Nagar, Amravati",
Excellent Commerce Academy,11th 12th Science,8975469169,8975469169,4.9,91,no_website,single_location,95,75,https://www.google.com/maps/place/EXCELLENT COMMERCE ACADEMY/data=!4m7!3m6!1s0x3bd6a5a5d51f81fb:0xb14075299e637fa2!8m2!3d20.9160631!4d77.7665848!16s/g/11rr9020tg!19sChIJ-4Ef1aWl1jsRon9jnil1QLE,Amravati,,,"Kiran Nagar 1, Amravati",
Joshi Coaching Classes,11th 12th Science,7588224447,7588224447,4.9,76,no_website,single_location,95,75,https://www.google.com/maps/place/Joshi Coaching Classes/data=!4m7!3m6!1s0x3bd6a5fb0d5f14a7:0x1490e30aab3671f!8m2!3d20.9216538!4d77.7535446!16s/g/11syr5r24j!19sChIJpxRfDful1jsRH2ezqjAOSQE,Amravati,,,"Rajapeth, Amravati",
Gupta Sirs Shri Sai Commerce Classes,11th 12th Science,8149912550,8149912550,4.9,33,no_website,single_location,95,75,https://www.google.com/maps/place/Gupta Sirs Shri Sai Commerce Classes/data=!4m7!3m6!1s0x3bd6a367f2856e41:0x277b357cb467b792!8m2!3d20.9475047!4d77.7687575!16s/g/11f3jw4h07!19sChIJQW6F8mej1jsRkrdntHw1eyc,Amravati,,,"Gadge Nagar, Amravati",
Shri Sadguru Coaching Cbse Home Dna,IIT JEE,9822223182,9822223182,4.6,98,no_website,single_location,95,75,"https://www.google.com/maps/place/Shri Sadguru Coaching, CBSE HOME, DNA/data=!4m7!3m6!1s0x3bd6a4c6098844b7:0xb018d3c069f27b40!8m2!3d20.907129!4d77.7576789!16s/g/11c5rp6rnc!19sChIJt0SICcak1jsRQHvyacDTGLA",Amravati,,,"Gopal Nagar, Amravati",
Sai Coaching Classes,11th 12th Science,9422865474,9422865474,4.4,33,no_website,single_location,95,75,https://www.google.com/maps/place/Sai Coaching Classes/data=!4m7!3m6!1s0x3bd6a3433cc106c5:0x3fa70eb8b6d0c585!8m2!3d20.9496799!4d77.7644421!16s/g/11fxvbdp6d!19sChIJxQbBPEOj1jsRhcXQtrgOpz8,Amravati,,,"Gadge Nagar, Amravati",
Awacademy,11th 12th Science,8983315203,8983315203,4.7,572,no_website,single_location,90,70,https://www.google.com/maps/place/AWAcademy/data=!4m7!3m6!1s0x3bd6a342c373a49f:0x771934ee70000000!8m2!3d20.9496639!4d77.7669794!16s/g/11rdx1p4mv!19sChIJn6Rzw0Kj1jsRAAAAcO40GXc,Amravati,,,"Rathi Nagar, Amravati",
Kushwah Sir Concept Of Chemistry,11th 12th Science,8208614452,8208614452,5.0,65,no_website,single_location,95,65,https://www.google.com/maps/place/Kushwah Sir Concept of Chemistry/data=!4m7!3m6!1s0x3bd6a5fcec094629:0x3a513257a0760020!8m2!3d20.9211763!4d77.7483581!16s/g/11v9_swss6!19sChIJKUYJ7Pyl1jsRIAB2oFcyUTo,Amravati,,,"Ganesh Colony, Amravati",
Pravinya Study Circle,11th 12th Science,9175737538,9175737538,4.8,44,no_website,single_location,95,65,https://www.google.com/maps/place/Pravinya Study Circle/data=!4m7!3m6!1s0x3bd6a34d39292f59:0x230e94e496dc7ff6!8m2!3d20.9467053!4d77.7654828!16s/g/11ghpgj5rq!19sChIJWS8pOU2j1jsR9n_cluSUDiM,Amravati,,,"Gadge Nagar, Amravati",
Abhineet Academy,"NEET, 11th 12th Science",9422917071,9422917071,,,no_website,single_location,70,50,https://www.google.com/maps/place/Abhineet Academy/data=!4m7!3m6!1s0x3bd6a4b6bd162ac1:0xb8a8d3bbde02f4c3!8m2!3d20.9169604!4d77.7517535!16s/g/11bx4bjzlw!19sChIJwSoWvbak1jsRw_QC3rvTqLg,Amravati,,,"Deorankar Nagar, Amravati",
