business_name,niche,phone,whatsapp,rating,reviews,website_status,branch_signal,digital_score,priority_score,maps_link,district,city,website,short_address,taluka
Rg Classes 11th 12th Commerce Classes,11th 12th Science,8380885566,8380885566,5.0,112,no_website,single_location,95,120,"https://www.google.com/maps/place/RG Classes 11th 12th Commerce Classes , CA Classes Amravati/data=!4m7!3m6!1s0x3bd6a50121523205:0x4c4de5a799c9cdf7!8m2!3d20.9292155!4d77.7565492!16s/g/11h6g2c_7_!19sChIJBTJSIQGl1jsR983JmaflTUw",Amravati,,,"Amrawati Tahsil, Amravati",
Iin Ideal Institute Of NEET,"IIT JEE, NEET",7620599664,7620599664,4.6,20,no_website,single_location,95,110,https://www.google.com/maps/place/IIN Ideal Institute of NEET/data=!4m7!3m6!1s0x3bd6a53dbf372ea5:0xd8f927f0b99f0202!8m2!3d20.930639!4d77.7548938!16s/g/11sx4lyj58!19sChIJpS43vz2l1jsRAgKfufAn-dg,Amravati,,,"Jyastambh Chowk, Amravati",
Dr Madhuri Gulhane's Biology Uccb Amravati Best NEET Biology Amravati,"NEET, 11th 12th Science",7709161757,7709161757,5.0,64,no_website,single_location,95,100,https://www.google.com/maps/place/Dr Madhuri Gulhane's Biology UCCB Amravati Best NEET Biology Amravati/data=!4m7!3m6!1s0x3bd6a3a9b73b540f:0x99736d5c805adee5!8m2!3d20.9183927!4d77.7489633!16s/g/11hy_82_0_!19sChIJD1Q7t6mj1jsR5d5agFxtc5k,Amravati,,,"Uccb, Amravati",
Global Spoken English & Personality Development,"11th 12th Science, English Speaking",9637339536,9637339536,5.0,674,no_website,single_location,95,90,https://www.google.com/maps/place/GLOBAL SPOKEN ENGLISH & PERSONALITY DEVELOPMENT/data=!4m7!3m6!1s0x3bd6bd9c9f941d3f:0xc5defe1b0fdbe936!8m2!3d20.9452371!4d77.7421277!16s/g/11hyvdktbd!19sChIJPx2Un5y91jsRNunbDxv-3sU,Amravati,,,"Transport Nagar, Amravati",
Aniket Thakare Chemistry Classes,"IIT JEE, NEET, 11th 12th Science, MHT-CET, CET",9890911383,9890911383,5.0,270,no_website,single_location,95,85,https://www.google.com/maps/place/Aniket Thakare Chemistry Classes - Best JEE Coaching Classes In Amravati Best NEET Coaching Classes In Amravati MHT-CET/data=!4m7!3m6!1s0x3bd6a56b2da87eb3:0x5a99dc042310bda8!8m2!3d20.9169834!4d77.7516255!16s/g/11sswp5_gv!19sChIJs36oLWul1jsRqL0QIwTcmVo,Amravati,,,"Sharda Vihar, Amravati",
Jayhari Shep Physics Classes,11th 12th Science,8975738087,8975738087,5.0,251,no_website,single_location,95,85,https://www.google.com/maps/place/Jayhari Shep physics classes/data=!4m7!3m6!1s0x3bd6a51f272ccf17:0x8dd89a90a60a10de!8m2!3d20.9178433!4d77.7520711!16s/g/11h4qhv_gx!19sChIJF88sJx-l1jsR3hAKppCa2I0,Amravati,,,"Devankar Nagar, Amravati",
Nucleon Coaching Center,11th 12th Science,8275288882,8275288882,5.0,31,no_website,multiple_branches,95,85,https://www.google.com/maps/place/Nucleon Coaching Center/data=!4m7!3m6!1s0x3bd6a3e1d61ca88b:0x210ac3bfe14db829!8m2!3d20.9505985!4d77.7660941!16s/g/11xtglwq14!19sChIJi6gc1uGj1jsRKbhN4b_DCiE,Amravati,,,"Gadge Nagar, Amravati",
One On One Share Market Training And Guidance Centre,11th 12th Science,8983710731,8983710731,4.9,661,no_website,multiple_branches,95,85,https://www.google.com/maps/place/One On One Share Market Training and Guidance Centre/data=!4m7!3m6!1s0x3bd6a58a0129c7f9:0x554aaceaf7ffc4a2!8m2!3d20.9265674!4d77.7532162!16s/g/11f5_l1z4r!19sChIJ-ccpAYql1jsRosT_9-qsSlU,Amravati,,,"Rajkamal Square, Amravati",
Ccit Banking Institute Amravati,CET,7219596555,7219596555,4.9,294,no_website,single_location,95,85,https://www.google.com/maps/place/CCIT BANKING INSTITUTE AMRAVATI/data=!4m7!3m6!1s0x3bd6a58b6cef3419:0xf332a123c089bded!8m2!3d20.9185134!4d77.7539012!16s/g/11fhzzvclx!19sChIJGTTvbIul1jsR7b2JwCOhMvM,Amravati,,,"Sharda Vihar, Amravati",
Ideal Coaching Classes,11th 12th Science,9604334722,9604334722,4.8,252,no_website,single_location,95,85,https://www.google.com/maps/place/Ideal Coaching Classes/data=!4m7!3m6!1s0x3bd6a36771eaa7c1:0x44d069d9200b10b4!8m2!3d20.9452564!4d77.7693777!16s/g/11g9dj_p5h!19sChIJwafqcWej1jsRtBALINlp0EQ,Amravati,,,"Gadge Nagar, Amravati",
Resonance Academy,11th 12th Science,7758816553,7758816553,4.7,193,no_website,single_location,95,85,https://www.google.com/maps/place/Resonance Academy/data=!4m7!3m6!1s0x3bd6a33869d29a19:0x5e572438813cff7e!8m2!3d20.9616985!4d77.758921!16s/g/12jlnxrvq!19sChIJGZrSaTij1jsRfv88gTgkV14,Amravati,,,"Samata Colony, Amravati",
Chanakya Academy Ajinkya Waghmare Sir,11th 12th Science,9503333839,9503333839,4.6,120,no_website,single_location,95,85,https://www.google.com/maps/place/CHANAKYA ACADEMY-Ajinkya Waghmare Sir/data=!4m7!3m6!1s0x3bd6a34ce4e68769:0xe28e0fc3350a7ded!8m2!3d20.9512892!4d77.7671668!16s/g/11grbv7x95!19sChIJaYfm5Eyj1jsR7X0KNcMPjuI,Amravati,,,"Gadge Nagar, Amravati",
Vidarbh Ias Academy Amravati,"11th 12th Science, UPSC",8668920552,8668920552,4.3,137,no_website,single_location,95,85,"https://www.google.com/maps/place/VIDARBH IAS ACADEMY, AMRAVATI/data=!4m7!3m6!1s0x3bd6a3f21cacfe11:0xc30f4ab714127a22!8m2!3d20.9455135!4d77.7686357!16s/g/11f5qrnmt8!19sChIJEf6sHPKj1jsRInoSFLdKD8M",Amravati,,,"Gadge Nagar, Amravati",
Oxford Spoken English Classes Radha Nagar Gadge Nagar Amravati,"11th 12th Science, English Speaking",9307105723,9307105723,4.9,664,active_website,single_location,70,80,"https://www.google.com/maps/place/Oxford Spoken English Classes,Radha nagar (Gadge Nagar) Amravati)/data=!4m7!3m6!1s0x3bd6a3c3b6dbdc23:0x847372c2876e3488!8m2!3d20.9438532!4d77.769493!16s/g/11p7379qfv!19sChIJI9zbtsOj1jsRiDRuh8Jyc4Q",Amravati,,https://youtube.com,"Gadge Nagar, Amravati",
Speakwell Spoken English Classes English And Personality Development Institute I Academy Government Approved Amravati,"11th 12th Science, English Speaking",7796876355,7796876355,4.8,208,active_website,single_location,70,80,https://www.google.com/maps/place/Speakwell Spoken English Classes- English And Personality Development Institute I Academy Government Approved Amravati/data=!4m7!3m6!1s0x3bd4c1e5904b01cf:0x66cdda1aa7908884!8m2!3d20.9462816!4d77.764385!16s/g/11krh46kvc!19sChIJzwFLkOXB1DsRhIiQpxrazWY,Amravati,,https://spokenenglishamravati.com,"Gadge Nagar, Amravati",
Range Sir Biology Classes,"NEET, 11th 12th Science, CET",8149694591,8149694591,5.0,88,no_website,single_location,95,75,https://www.google.com/maps/place/Range Sir Biology Classes - Best Biology Classes In Amravati NEET Classes In Amravati CET Classes Amravati/data=!4m7!3m6!1s0x3bd6a54ff9ea3ba3:0x2e118e0f3e34ecf5!8m2!3d20.9178423!4d77.7520915!16s/g/11syw_r734!19sChIJozvq-U-l1jsR9ew0Pg-OES4,Amravati,,,"Sharda Vihar, Amravati",
Agrawal's Professional Academy Apa,11th 12th Science,9860792522,9860792522,5.0,80,no_website,single_location,95,75,https://www.google.com/maps/place/AGRAWAL'S PROFESSIONAL ACADEMY (APA)/data=!4m7!3m6!1s0x3bd6a5c0b01ca1a1:0xaef18533de78822d!8m2!3d20.9260264!4d77.7561281!16s/g/11t3vmcybn!19sChIJoaEcsMCl1jsRLYJ43jOF8a4,Amravati,,,"Amba Peth, Amravati",
Creative Academy,11th 12th Science,7350710712,7350710712,5.0,31,no_website,single_location,95,75,https://www.google.com/maps/place/Creative Academy/data=!4m7!3m6!1s0x3bd6a35e944ff01d:0xb675d2904670b329!8m2!3d20.941351!4d77.764025!16s/g/11tjy87kbv!19sChIJHfBPlF6j1jsRKbNwRpDSdbY,Amravati,,,"Panchavati, Amravati",
Bhuyar Sir Educare,11th 12th Science,9420123994,9420123994,4.9,134,no_website,single_location,95,75,https://www.google.com/maps/place/Bhuyar Sir Educare/data=!4m7!3m6!1s0x3bd6bdc620bc1e93:0x80e0281b0b4f434f!8m2!3d20.9742868!4d77.7399714!16s/g/11n8sww8wg!19sChIJkx68IMa91jsRT0NPCxso4IA,Amravati,,,"Navsaari, Amravati",
Swami Vivekanand Banking Tutorial,11th 12th Science,7776019183,7776019183,4.9,127,no_website,single_location,95,75,https://www.google.com/maps/place/Swami Vivekanand Banking Tutorial/data=!4m7!3m6!1s0x3bd6a39505728569:0x7492269c3c040922!8m2!3d20.9434609!4d77.7694216!16s/g/11f7bzjdy5!19sChIJaYVyBZWj1jsRIgkEPJwmknQ,Amravati,,,"Gadge Nagar, Amravati",
Excellent Commerce Academy,11th 12th Science,8975469169,8975469169,4.9,91,no_website,single_location,95,75,https://www.google.com/maps/place/EXCELLENT COMMERCE ACADEMY/data=!4m7!3m6!1s0x3bd6a5a5d51f81fb:0xb14075299e637fa2!8m2!3d20.9160631!4d77.7665848!16s/g/11rr9020tg!19sChIJ-4Ef1aWl1jsRon9jnil1QLE,Amravati,,,"Kiran Nagar 1, Amravati",
Joshi Coaching Classes,11th 12th Science,7588224447,7588224447,4.9,76,no_website,single_location,95,75,https://www.google.com/maps/place/Joshi Coaching Classes/data=!4m7!3m6!1s0x3bd6a5fb0d5f14a7:0x1490e30aab3671f!8m2!3d20.9216538!4d77.7535446!16s/g/11syr5r24j!19sChIJpxRfDful1jsRH2ezqjAOSQE,Amravati,,,"Rajapeth, Amravati",
Gupta Sirs Shri Sai Commerce Classes,11th 12th Science,8149912550,8149912550,4.9,33,no_website,single_location,95,75,https://www.google.com/maps/place/Gupta Sirs Shri Sai Commerce Classes/data=!4m7!3m6!1s0x3bd6a367f2856e41:0x277b357cb467b792!8m2!3d20.9475047!4d77.7687575!16s/g/11f3jw4h07!19sChIJQW6F8mej1jsRkrdntHw1eyc,Amravati,,,"Gadge Nagar, Amravati",
Shri Sadguru Coaching Cbse Home Dna,IIT JEE,9822223182,9822223182,4.6,98,no_website,single_location,95,75,"https://www.google.com/maps/place/Shri Sadguru Coaching, CBSE HOME, DNA/data=!4m7!3m6!1s0x3bd6a4c6098844b7:0xb018d3c069f27b40!8m2!3d20.907129!4d77.7576789!16s/g/11c5rp6rnc!19sChIJt0SICcak1jsRQHvyacDTGLA",Amravati,,,"Gopal Nagar, Amravati",
Sai Coaching Classes,11th 12th Science,9422865474,9422865474,4.4,33,no_website,single_location,95,75,https://www.google.com/maps/place/Sai Coaching Classes/data=!4m7!3m6!1s0x3bd6a3433cc106c5:0x3fa70eb8b6d0c585!8m2!3d20.9496799!4d77.7644421!16s/g/11fxvbdp6d!19sChIJxQbBPEOj1jsRhcXQtrgOpz8,Amravati,,,"Gadge Nagar, Amravati",
Awacademy,11th 12th Science,8983315203,8983315203,4.7,572,no_website,single_location,90,70,https://www.google.com/maps/place/AWAcademy/data=!4m7!3m6!1s0x3bd6a342c373a49f:0x771934ee70000000!8m2!3d20.9496639!4d77.7669794!16s/g/11rdx1p4mv!19sChIJn6Rzw0Kj1jsRAAAAcO40GXc,Amravati,,,"Rathi Nagar, Amravati",
Kushwah Sir Concept Of Chemistry,11th 12th Science,8208614452,8208614452,5.0,65,no_website,single_location,95,65,https://www.google.com/maps/place/Kushwah Sir Concept of Chemistry/data=!4m7!3m6!1s0x3bd6a5fcec094629:0x3a513257a0760020!8m2!3d20.9211763!4d77.7483581!16s/g/11v9_swss6!19sChIJKUYJ7Pyl1jsRIAB2oFcyUTo,Amravati,,,"Ganesh Colony, Amravati",
Pravinya Study Circle,11th 12th Science,9175737538,9175737538,4.8,44,no_website,single_location,95,65,https://www.google.com/maps/place/Pravinya Study Circle/data=!4m7!3m6!1s0x3bd6a34d39292f59:0x230e94e496dc7ff6!8m2!3d20.9467053!4d77.7654828!16s/g/11ghpgj5rq!19sChIJWS8pOU2j1jsR9n_cluSUDiM,Amravati,,,"Gadge Nagar, Amravati",
Rahul Pahlajani Coaching Classes,11th 12th Science,8983622584,8983622584,5.0,297,active_website,single_location,70,65,https://www.google.com/maps/place/Rahul Pahlajani coaching classes/data=!4m7!3m6!1s0x3bd6a4b9e156c2cd:0x434f6f91d0000000!8m2!3d20.9175126!4d77.7569808!16s/g/11rdx35dh8!19sChIJzcJW4bmk1jsRAAAA0JFvT0M,Amravati,,https://rpcc.co.in,"Chatrapati Sahu Nagar, Amravati",
Fulor Academy,11th 12th Science,9372951606,9372951606,5.0,138,active_website,single_location,70,65,https://www.google.com/maps/place/Fulor Academy/data=!4m7!3m6!1s0x3bd6a4b46a34771d:0xf978a2cab02223a!8m2!3d20.9170017!4d77.7489237!16s/g/1tdp_lg6!19sChIJHXc0arSk1jsROiICqyyKlw8,Amravati,,http://fulor.org,"Shilangan Rd, Amravati",
Bhande Sir's Academy Bsa,11th 12th Science,9766577526,9766577526,4.9,1212,active_website,single_location,70,65,https://www.google.com/maps/place/BHANDE Sir's ACADEMY (BSA)/data=!4m7!3m6!1s0x3bd6a342bb318727:0x18d4bc5457d5b60e!8m2!3d20.9496858!4d77.7672707!16s/g/11d_2js4h9!19sChIJJ4cxu0Kj1jsRDrbVV1S81Bg,Amravati,,https://youtube.com,"Gadge Nagar, Amravati",
Daga Coaching Classes Sharda Nagar,11th 12th Science,9421955173,9421955173,4.9,363,active_website,single_location,70,65,"https://www.google.com/maps/place/DAGA COACHING CLASSES, Sharda Nagar/data=!4m7!3m6!1s0x3bd6a4b38ac282c5:0xab906e31735176e1!8m2!3d20.9166891!4d77.7481672!16s/g/11g6rjghqq!19sChIJxYLCirOk1jsR4XZRczFukKs",Amravati,,http://dagacoachingclasses.com,"Sharda Vihar, Amravati",
We Trade Institute,11th 12th Science,9004009159,9004009159,4.9,199,active_website,single_location,70,65,https://www.google.com/maps/place/We Trade Institute - Stock Market Academy Share Market Classes/data=!4m7!3m6!1s0x3bd6bb4907b31389:0x337855e6f46c5dc6!8m2!3d20.9123001!4d77.7417576!16s/g/11tk31j4js!19sChIJiROzB0m71jsRxl1s9OZVeDM,Amravati,,https://wetradeinstitute.com,"Bapu Colony, Amravati",
Abhijeet Men Academy,"IIT JEE, 11th 12th Science",8275418855,8275418855,4.9,169,active_website,single_location,70,65,https://www.google.com/maps/place/Abhijeet Men Academy/data=!4m7!3m6!1s0x3bd6a4ba64e3079f:0x5d610b8a86e3d12e!8m2!3d20.9188975!4d77.7610106!16s/g/11g6_wlmby!19sChIJnwfjZLqk1jsRLtHjhooLYV0,Amravati,,http://abhijeetmenacademy.in,"Rajapeth, Amravati",
Rathi Career Forum Pvt Ltd,11th 12th Science,7057705715,7057705715,4.8,341,active_website,single_location,70,65,https://www.google.com/maps/place/Rathi Career Forum Pvt Ltd/data=!4m7!3m6!1s0x3bd6a354000001c9:0xeeba8c3d4550d72c!8m2!3d20.9315486!4d77.7565036!16s/g/1pt_vc5z9!19sChIJyQEAAFSj1jsRLNdQRT2Muu4,Amravati,,http://rcfamt.com,"Amrawati Tahsil, Amravati",
Knowledge Hub Coaching Classes,11th 12th Science,9096899166,9096899166,4.8,137,active_website,single_location,70,65,https://www.google.com/maps/place/Knowledge Hub Coaching Classes/data=!4m7!3m6!1s0x3bd6bcb499bc98c3:0x8d32d07ced4c5993!8m2!3d20.9522616!4d77.7416168!16s/g/11c2p8_kt8!19sChIJw5i8mbS81jsRk1lM7XzQMo0,Amravati,,http://knowledgehubamt.org,"Paradise Colony, Amravati",
Pranay Rathi Academy,CET,9730030686,9730030686,4.7,252,active_website,single_location,70,65,https://www.google.com/maps/place/Pranay Rathi Academy/data=!4m7!3m6!1s0x3bd6a4afbe25ad2d:0xd1427aba5cddd1c5!8m2!3d20.9262184!4d77.7545232!16s/g/11b7r4cb7s!19sChIJLa0lvq-k1jsRxdHdXLp6QtE,Amravati,,http://pracademy.co.in,"Amba Peth, Amravati",
Chintamani Coaching Classes Science Academy Cbse Classes,11th 12th Science,9422734930,9422734930,4.6,321,active_website,single_location,70,65,https://www.google.com/maps/place/Chintamani Coaching Classes / Science Academy / CBSE Classes/data=!4m7!3m6!1s0x3bd6a4c6d238f549:0x75a4a8039ee85def!8m2!3d20.9110157!4d77.7607551!16s/g/1pyql4z7t!19sChIJSfU40sak1jsR713ongOopHU,Amravati,,http://chintamanicoaching.com,"Wadali Naka, Amravati",
Aakash Institute,"IIT JEE, NEET, 11th 12th Science",8800013065,8800013065,4.5,414,active_website,single_location,70,65,"https://www.google.com/maps/place/Aakash Institute - Best NEET & IIT-Jee Coaching in Amravati, Prabhat Chowk/data=!4m7!3m6!1s0x3bd6a4a3259b5c11:0x8adb677e9e190c6!8m2!3d20.9305163!4d77.7513459!16s/g/11r9f5pm6!19sChIJEVybJaOk1jsRxpDh6Xe2rQg",Amravati,,https://centers.aakash.ac.in,"Prabhat Chowk, Amravati",
Bansal Classes Amravati Rajapeth,11th 12th Science,9561067991,9561067991,4.5,323,active_website,single_location,70,65,https://www.google.com/maps/place/Bansal Classes Amravati (Rajapeth)/data=!4m7!3m6!1s0x3bd6a5212801e511:0xcc8ece14c31cddb1!8m2!3d20.9215818!4d77.7546987!16s/g/11j7d07fgc!19sChIJEeUBKCGl1jsRsd0cwxTOjsw,Amravati,,https://bansal.ac.in,"Madhokar Peth, Amravati",
Bharat Makhija's Coaching Classes,11th 12th Science,9359310990,9359310990,5.0,51,active_website,single_location,70,55,https://www.google.com/maps/place/Bharat Makhija's Coaching Classes/data=!4m7!3m6!1s0x3bd6a3430cb88b0f:0xcdc6597ed3668caf!8m2!3d20.950908!4d77.7637594!16s/g/11g9vpznkq!19sChIJD4u4DEOj1jsRr4xm035Zxs0,Amravati,,http://on-app.in,"Gadge Nagar, Amravati",
Ujwal Academy,11th 12th Science,9307457319,9307457319,5.0,43,active_website,single_location,70,55,https://www.google.com/maps/place/Ujwal Academy/data=!4m7!3m6!1s0x3bd6a55db7272ba9:0xf07a97f288a78d9e!8m2!3d20.9271796!4d77.7676647!16s/g/11wp12ypph!19sChIJqSsnt12l1jsRno2niPKXevA,Amravati,,http://ujwalacademy.org,"Vivekanand Colony, Amravati",
Proficient Study Abroad,11th 12th Science,9545894694,9545894694,4.9,312,active_website,single_location,70,55,https://www.google.com/maps/place/PROFICIENT: STUDY ABROAD/data=!4m7!3m6!1s0x3bd6a50e6103f4af:0x6d4e7c6566d7512b!8m2!3d20.9352807!4d77.7693059!16s/g/11g1nm884l!19sChIJr_QDYQ6l1jsRK1HXZmV8Tm0,Amravati,,https://proficienttestprep.com,"Camp Rd, Amravati",
Archi Learn,11th 12th Science,8983028111,8983028111,4.9,202,active_website,single_location,70,55,https://www.google.com/maps/place/Archi Learn/data=!4m7!3m6!1s0x3bd6a4b269eb5715:0xc2e5fcde5cf6fc8f!8m2!3d20.9226512!4d77.7490087!16s/g/11c6cjbtyk!19sChIJFVfrabKk1jsRj_z2XN785cI,Amravati,,https://archilearn.in,"Patvipura, Amravati",
Velocity Career Guidance & Academy,11th 12th Science,8055511316,8055511316,4.9,51,active_website,single_location,70,55,https://www.google.com/maps/place/Velocity Career Guidance & Academy/data=!4m7!3m6!1s0x3bd6a3003a2c45bb:0xd12f74bb83ce6d40!8m2!3d20.9478326!4d77.7702361!16s/g/11w903vjhw!19sChIJu0UsOgCj1jsRQG3Og7t0L9E,Amravati,,https://classplusapp.com,"Gadge Nagar, Amravati",
Quantum Academy,"IIT JEE, NEET, MHT-CET, CET",8055507508,8055507508,4.9,30,active_website,single_location,70,55,"https://www.google.com/maps/place/Quantum Academy JEE Classes, Courses In Amravati NEET Classes MHT-CET Classes Foundation Courses In Amravati/data=!4m7!3m6!1s0x3bd6a5d99f5fe075:0x165a26f48202df5d!8m2!3d20.9265509!4d77.774515!16s/g/11ygf2f0n0!19sChIJdeBfn9ml1jsRXd8CgvQmWhY",Amravati,,https://quantumacademyamravati.com,"Shyam Nagar, Amravati",
Malpani Eduhub,11th 12th Science,7387329099,7387329099,4.8,124,active_website,single_location,70,55,https://www.google.com/maps/place/Malpani EduHub/data=!4m7!3m6!1s0x3bd6a5d328db3709:0xfd95b2bf9e161812!8m2!3d20.9169448!4d77.7485834!16s/g/11h23mh_yz!19sChIJCTfbKNOl1jsREhgWnr-ylf0,Amravati,,http://vardhishnuacademy.com,"Ravi Nagar, Amravati",
Dcs Badnera Cad Cam Training Center Amravati,11th 12th Science,8668711567,8668711567,4.7,60,active_website,multiple_branches,70,55,https://www.google.com/maps/place/DCS Badnera CAD CAM Training Center Amravati/data=!4m7!3m6!1s0x3bd6bb58b9f4df3b:0x2b19e833394d5082!8m2!3d20.8666689!4d77.7361226!16s/g/11j37hw6nw!19sChIJO9_0uVi71jsRglBNOTPoGSs,Amravati,,https://dcs-badnera-cad-cam-training-center.biz.site,"Badnera, Amravati",
Yashodeep Ias Academy,"11th 12th Science, UPSC",9767452061,9767452061,4.7,58,active_website,single_location,70,55,https://www.google.com/maps/place/Yashodeep IAS Academy/data=!4m7!3m6!1s0x3bd6a3027eda3335:0x636c8de5c00031b7!8m2!3d20.9413505!4d77.7646569!16s/g/11h2qmx8c7!19sChIJNTPafgKj1jsRtzEAwOWNbGM,Amravati,,http://yashodeepiasacademy.com,"Rampuri Camp, Amravati",
Shikhar Educare,IIT JEE,8421288304,8421288304,4.4,152,active_website,single_location,70,55,https://www.google.com/maps/place/Shikhar Educare/data=!4m7!3m6!1s0x3bd4bf7bdc91fa85:0x1204acf3a77ef7f3!8m2!3d20.9264436!4d77.7664476!16s/g/11b6_q_0mf!19sChIJhfqR3Hu_1DsR8_d-p_OsBBI,Amravati,,https://shikhareducare.com,"Vivekanand Colony, Amravati",
Iitians Pace Amravati,"IIT JEE, 11th 12th Science",9922409101,9922409101,4.2,130,active_website,single_location,70,55,https://www.google.com/maps/place/IITians Pace Amravati/data=!4m7!3m6!1s0x3bd6a36745249665:0x2e467efaa8c040e0!8m2!3d20.9438306!4d77.7688922!16s/g/11cn5qs8hs!19sChIJZZYkRWej1jsR4EDAqPp-Ri4,Amravati,,http://iitianspace.com,"Gadge Nagar, Amravati",
Abhineet Academy,"NEET, 11th 12th Science",9422917071,9422917071,,,no_website,single_location,70,50,https://www.google.com/maps/place/Abhineet Academy/data=!4m7!3m6!1s0x3bd6a4b6bd162ac1:0xb8a8d3bbde02f4c3!8m2!3d20.9169604!4d77.7517535!16s/g/11bx4bjzlw!19sChIJwSoWvbak1jsRw_QC3rvTqLg,Amravati,,,"Deorankar Nagar, Amravati",
Av360,CET,8668973243,8668973243,4.9,256,active_website,single_location,65,50,https://www.google.com/maps/place/AV360/data=!4m7!3m6!1s0x3bd6a3afc9402f3d:0xafde7ee3c5cd98e9!8m2!3d20.9201999!4d77.7541554!16s/g/11h8_fp2y4!19sChIJPS9Aya-j1jsR6ZjNxeN-3q8,Amravati,,https://av360.in,"Rajapeth, Amravati",
Om Tutorials,CET,8655744525,8655744525,4.9,62,active_website,single_location,65,50,https://www.google.com/maps/place/Om Tutorials/data=!4m7!3m6!1s0x3bd6a5c4934b8657:0xfdc178844186a7f8!8m2!3d20.9129876!4d77.7874361!16s/g/11q1pf68r6!19sChIJV4ZLk8Sl1jsR-KeGQYR4wf0,Amravati,,https://youtube.com,"Parmar Lawns, Amravati",
T.i.m.e.,11th 12th Science,7212551334,7212551334,4.5,142,active_website,single_location,65,50,https://www.google.com/maps/place/T.I.M.E./data=!4m7!3m6!1s0x3bd6a4b6bd35f567:0xdde695e8e2b9eaf!8m2!3d20.9167361!4d77.7515678!16s/g/11c60zpw3x!19sChIJZ_U1vbak1jsRr54rjl5p3g0,Amravati,,http://time4education.com,,
Ibt Amravati,11th 12th Science,7977916313,7977916313,5.0,23,active_website,single_location,70,45,https://www.google.com/maps/place/IBT Amravati/data=!4m7!3m6!1s0x3bd6a5b2fd8baafb:0x2a1c21f4bb49f5d!8m2!3d20.9183979!4d77.7677799!16s/g/11ys4mbhp1!19sChIJ-6qL_bKl1jsRXZ-0Sx_CoQI,Amravati,,https://ibtindia.com,"Wadali Naka, Amravati",
Dnyan Foundation,"11th 12th Science, MHT-CET, CET",8007472741,8007472741,4.8,44,active_website,single_location,70,45,https://www.google.com/maps/place/Dnyan Foundation - Best CBSE Coaching Classes In Amravati Best Foundation Classes Amravati MHT-CET Classes Amravati /data=!4m7!3m6!1s0x3bd6a4a3013560c1:0xa8fc977642a2a2ba!8m2!3d20.928199!4d77.7632281!16s/g/11f__l66z0!19sChIJwWA1AaOk1jsRuqKiQnaX_Kg,Amravati,,http://dnyanfoundation.org,"Vivekanand Colony, Amravati",
Academicstuff,11th 12th Science,8830627072,8830627072,4.9,34,active_website,single_location,65,40,https://www.google.com/maps/place/AcademicStuff/data=!4m7!3m6!1s0x3bd6a4a1786a8e3d:0xd60ce1168b5d965c!8m2!3d20.9131389!4d77.7661181!16s/g/11bw5v8jhh!19sChIJPY5qeKGk1jsRXJZdixbhDNY,Amravati,,https://academicstuff.co.in,"Jalandhar Cantt, Amravati",
Gravity Foundation Classes,11th 12th Science,9623571945,9623571945,,,active_website,single_location,45,30,https://www.google.com/maps/place/Gravity Foundation Classes/data=!4m7!3m6!1s0x3bd6bd301d9982ef:0xaaad7365384a7d17!8m2!3d20.9387189!4d77.7389226!16s/g/11yfs7dxb1!19sChIJ74KZHTC91jsRF31KOGVzrao,Amravati,,https://zresm.courses.store,Amravati,
