Business Name,Phone,PHONE_FOUND,Category,District,Taluka,Address,Rating,Reviews,Website,Facebook,Instagram,WhatsApp,Maps URL,Lead Type,lead_status,listing_opened,listing_failure_reason,whatsappStatus,contactedAt,lastMessage,notes,optOut,Export Date
Jogdand Classes,9196641003,True,Tuition Classes,Beed,Wadwani,"Wadwani, Maharashtra 431144",4.0,1,,,,9196641003,https://www.google.com/maps/place/jogdand+classes/data=!4m7!3m6!1s0x3bc5351f669a7d8f:0xa1eb2c69900ec67a!8m2!3d18.9914934!4d76.0387627!16s%2Fg%2F11h15_psbv!19sChIJj32aZh81xTsResYOkGks66E?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Deshamukh Classes Patoda,8509147217,True,Tutorials,Beed,Patoda,"RF2H Q54, Patoda, Maharashtra 414204",2.5,2,,,,8509147217,https://www.google.com/maps/place/Deshamukh+classes+patoda/data=!4m7!3m6!1s0x3bc4c5299a449cc5:0x805c0009d1f5e33a!8m2!3d18.8018789!4d75.4779474!16s%2Fg%2F11pdqn1nr2!19sChIJxZxEminFxDsROuP10QkAXIA?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Kothule's Classes Science Patoda,8509147217,True,Tutorials,Beed,Patoda,"QFXJ XHP, Patoda, Maharashtra 414204",2.2,,,,,8509147217,"https://www.google.com/maps/place/Kothule%27s+Classes+Science,+Patoda/data=!4m7!3m6!1s0x3bc4c5b75955fb2d:0x35d235ec2e2ccd4e!8m2!3d18.7999526!4d75.4814031!16s%2Fg%2F11vl30hsql!19sChIJLftVWbfFxDsRTs0sLuw10jU?authuser=0&hl=en&rclk=1",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Bright Academy,8509147217,True,Academy,Beed,Parli,"Khudbe nagar, Parli Vaijnath, Maharashtra 431515",,9,,,,8509147217,https://www.google.com/maps/place/Bright+Academy/data=!4m7!3m6!1s0x3bcff7bb09ff9a9f:0x9c22a1a3902c9cb8!8m2!3d18.8533625!4d76.5359983!16s%2Fg%2F11ks218819!19sChIJn5r_Cbv3zzsRuJwskKOhIpw?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Diamond Coaching Classes Patoda Main Road Patoda Tq.. Patoda Dist. Beed,6916281531,True,Competitive Exam Classes,Beed,Patoda,"Raimoha - Patoda Rd, near pariwar super market, TQ, Patoda, Maharashtra 414204",,,,,,6916281531,"https://www.google.com/maps/place/Diamond+Coaching+classes,+patoda,+Main+road+patoda,+TQ..+Patoda+Dist.+Beed/data=!4m7!3m6!1s0x3bc4cf5a26731f77:0x3af9473d96fc41fd!8m2!3d18.8043238!4d75.4817535!16s%2Fg%2F11x78hjlds!19sChIJdx9zJlrPxDsR_UH8lj1H-To?authuser=0&hl=en&rclk=1",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Evolution Career Academy,8509147217,True,Academy,Beed,Parli,"industrial area, Nath Rd, behind kothari furniture, Habib Pura, Parli Vaijnath, Maharashtra 431515",,,,,,8509147217,https://www.google.com/maps/place/EVOLUTION+Career+Academy/data=!4m7!3m6!1s0x3bcff701ee7a1a7f:0x550e2b9911c9ce70!8m2!3d18.846591!4d76.528031!16s%2Fg%2F11nx3jd5mm!19sChIJfxp67gH3zzsRcM7JEZkrDlU?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Indian Math Hacker Coching Classes Wadwani,9196641003,True,Tutorials,Beed,Wadwani,"X2QR Q3R, Gopal Nagar, Samarth Nagar, Wadwani, Maharashtra 431144",,2,,,,9196641003,https://www.google.com/maps/place/Indian+math+Hacker+coching+classes+Wadwani/data=!4m7!3m6!1s0x3bc5350067ba9e01:0xf2826793052dd7d6!8m2!3d18.9892577!4d76.0399846!16s%2Fg%2F11lf4yj0mb!19sChIJAZ66ZwA1xTsR1tctBZNngvI?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Pravin Coaching Clasees Patoda,8509147217,True,Tuition Classes,Beed,Patoda,"RF2J 3H7, Patoda, Maharashtra 414204",,,,,,8509147217,"https://www.google.com/maps/place/Pravin+Coaching+Clasees,+Patoda/data=!4m7!3m6!1s0x3bc4c51e637e729f:0xab14964fb1da1465!8m2!3d18.8002053!4d75.4814287!16s%2Fg%2F11l6gmtc69!19sChIJn3J-Yx7FxDsRZRTasU-WFKs?authuser=0&hl=en&rclk=1",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Sai Career Academy,8509147217,True,Academy,Beed,Parli,"RGPH WCP, Jalalpur, Malik Pura, Parli Vaijnath, Parli rural, Maharashtra 431515",,,,,,8509147217,https://www.google.com/maps/place/SAI+CAREER+ACADEMY/data=!4m7!3m6!1s0x3bcff7005ee4deb3:0xcbd1a2769dbe2cb6!8m2!3d18.8373318!4d76.5285673!16s%2Fg%2F11vx9qsl58!19sChIJs97kXgD3zzsRtiy-nXai0cs?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Shri Sai Science Institute,6916281531,True,Tuition Classes,Beed,Dharur,"Kashinath chowk, Rangar Galli, Dharur, Maharashtra 431124",,,,,,6916281531,https://www.google.com/maps/place/Shri+Sai+Science+Institute/data=!4m7!3m6!1s0x3bc547efd48712ad:0x9f4378f0f5b3881b!8m2!3d18.8199603!4d76.1084648!16s%2Fg%2F11xyml6my2!19sChIJrRKH1O9HxTsRG4iz9fB4Q58?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Yashada Classes,8509147217,True,Tutorials,Beed,Patoda,"QFXJ XHP, Patoda, Maharashtra 414204",,,,,,8509147217,https://www.google.com/maps/place/Yashada+Classes/data=!4m7!3m6!1s0x3bc4c5e926ee028d:0xe777c6fa1fdaec52!8m2!3d18.8000231!4d75.4813753!16s%2Fg%2F11vhx55lkf!19sChIJjQLuJunFxDsRUuzaH_rGd-c?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
ज्ञानदीप क्लासेस पाटोदा,8509147217,True,MHT CET Classes,Beed,Patoda,"Mahasangvi Rd, Patoda, Maharashtra 414204",5.0,,,,,8509147217,"https://www.google.com/maps/place/%E0%A4%9C%E0%A5%8D%E0%A4%9E%E0%A4%BE%E0%A4%A8%E0%A4%A6%E0%A5%80%E0%A4%AA+%E0%A4%95%E0%A5%8D%E0%A4%B2%E0%A4%BE%E0%A4%B8%E0%A5%87%E0%A4%B8,%E0%A4%AA%E0%A4%BE%E0%A4%9F%E0%A5%8B%E0%A4%A6%E0%A4%BE/data=!4m7!3m6!1s0x3bc4c5a0cc018f13:0x2c26dec5796a8c96!8m2!3d18.8010083!4d75.4781222!16s%2Fg%2F11q2j_bcjh!19sChIJE48BzKDFxDsRloxqecXeJiw?authuser=0&hl=en&rclk=1",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
अभिश्री कोचिंग क्लासेस & स्पर्धा परीक्षा व इंग्लिश ग्रामर केंद्र कोथुर्ण,6916281531,True,Competitive Exam Classes,Beed,Patoda,"6PJ3 G8R, Kothurna, Maharashtra 441905",4.9,8,,,,6916281531,https://www.google.com/maps/place/%E0%A4%85%E0%A4%AD%E0%A4%BF%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80+%E0%A4%95%E0%A5%8B%E0%A4%9A%E0%A4%BF%E0%A4%82%E0%A4%97+%E0%A4%95%E0%A5%8D%E0%A4%B2%E0%A4%BE%E0%A4%B8%E0%A5%87%E0%A4%B8+%26+%E0%A4%B8%E0%A5%8D%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%A7%E0%A4%BE+%E0%A4%AA%E0%A4%B0%E0%A5%80%E0%A4%95%E0%A5%8D%E0%A4%B7%E0%A4%BE+%E0%A4%B5+%E0%A4%87%E0%A4%82%E0%A4%97%E0%A5%8D%E0%A4%B2%E0%A4%BF%E0%A4%B6+%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A4%BE%E0%A4%AE%E0%A4%B0+%E0%A4%95%E0%A5%87%E0%A4%82%E0%A4%A6%E0%A5%8D%E0%A4%B0+%E0%A4%95%E0%A5%8B%E0%A4%A5%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%A3/data=!4m7!3m6!1s0x3a2b3fe80228df23:0x8939c6b4bbd3dfa2!8m2!3d21.2313531!4d79.7032574!16s%2Fg%2F11l5f1z53n!19sChIJI98oAug_KzoRot_Tu7TGOYk?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Yash Computer Education Parli Vaijnath,8509147217,True,Computer Institute,Beed,Parli,"43 ARUNODAYA MARKET, I/F AXIX BANK, Parli Vaijnath, Maharashtra 431515",4.3,7,,,,8509147217,"https://www.google.com/maps/place/YASH+COMPUTER+EDUCATION,+PARLI+VAIJNATH/data=!4m7!3m6!1s0x3bcff71a29f43f65:0x6d32c763acbe9b77!8m2!3d18.847211!4d76.5273877!16s%2Fg%2F11f4m5q5jl!19sChIJZT_0KRr3zzsRd5u-rGPHMm0?authuser=0&hl=en&rclk=1",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Siddheshwar English School,9196641003,True,Academy,Beed,Shirur Kasar,"3C4J Q6Q, Shirur Kasar, Maharashtra 413249",2.3,3,,,,9196641003,https://www.google.com/maps/place/Siddheshwar+english+school/data=!4m7!3m6!1s0x3bdb35005e82b959:0x6d4da4252c7427d4!8m2!3d19.0574389!4d75.4311395!16s%2Fg%2F11w7wk21pl!19sChIJWbmCXgA12zsR1Cd0LCWkTW0?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Government Iti Shirur Kasar,9196641003,True,Training Institute,Beed,Shirur Kasar,"3CC3 9M9, Shirur Kasar, Warni, Maharashtra 413249",1.5,,,,,9196641003,"https://www.google.com/maps/place/Government+ITI,Shirur+Kasar/data=!4m7!3m6!1s0x3bdb34733f12ae33:0x3487605f08ca1c94!8m2!3d19.0709038!4d75.4042423!16s%2Fg%2F11g03j6nvx!19sChIJM64SP3M02zsRlBzKCF9ghzQ?authuser=0&hl=en&rclk=1",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Maharani Tarabai Vidhyalaya Wadwani,9196641003,True,Academy,Beed,Wadwani,"X2PR Q75, Wadwani - Chinchwan Rd, Wadwani, Maharashtra 431144",1.0,,,,,9196641003,"https://www.google.com/maps/place/Maharani+Tarabai+Vidhyalaya,+Wadwani/data=!4m7!3m6!1s0x3bc53500736bd3cd:0x55f334a6750ad2a1!8m2!3d18.9868756!4d76.0407446!16s%2Fg%2F11c6s2fls3!19sChIJzdNrcwA1xTsRodIKdaY081U?authuser=0&hl=en&rclk=1",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Eklavya Vidyalaya Shirur Kasar,9196641003,True,Academy,Beed,Shirur Kasar,"Dwarka Complex, Shirur Kasar, Maharashtra 413249",,,,,,9196641003,"https://www.google.com/maps/place/Eklavya+Vidyalaya,Shirur+Kasar/data=!4m7!3m6!1s0x3bdb35f3d2fd8ca7:0x5042a01300c1bb5b!8m2!3d19.0619528!4d75.4276862!16s%2Fg%2F11k3ylcqn1!19sChIJp4z90vM12zsRW7vBABOgQlA?authuser=0&hl=en&rclk=1",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Tapadiya Study Center,6916281531,True,Study Center,Beed,Patoda,"XQR4 PC7, Bir, Beed, Maharashtra 431122",3.6,5,,,,6916281531,https://www.google.com/maps/place/TAPADIYA+STUDY+CENTER/data=!4m7!3m6!1s0x3bc52adeeb807cd1:0x67ccc5a4760a24e3!8m2!3d18.9917984!4d75.7560326!16s%2Fg%2F11bw56dqzd!19sChIJ0XyA694qxTsR4yQKdqTFzGc?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Shri Chintamani Computer Center,8509147217,True,Computer Institute,Beed,Parli,"Gharnikar Rd, Behind NATRAJ RANG MANDIR, Habib Pura, Parli Vaijnath, Maharashtra 431515",3.5,2,,,,8509147217,https://www.google.com/maps/place/Shri+Chintamani+Computer+Center/data=!4m7!3m6!1s0x3bcff7247c4947bb:0xae8d6e67ec0f58c4!8m2!3d18.8454455!4d76.5319045!16s%2Fg%2F1hjhd3z64!19sChIJu0dJfCT3zzsRxFgP7Gduja4?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Crystal Study Room,6916281531,True,Study Center,Beed,Patoda,"RF3J PM5, Patoda, Maharashtra 414204",,3,,,,6916281531,https://www.google.com/maps/place/Crystal+Study+Room/data=!4m7!3m6!1s0x3bc4cf007b7fc775:0x93e2218bd083c825!8m2!3d18.8043005!4d75.481782!16s%2Fg%2F11msgpcw7y!19sChIJdcd_ewDPxDsRJciD0Ish4pM?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Om Study Point,8509147217,True,Study Center,Beed,Parli,"RGXM F7R, Peth Mohallah, Parli Vaijnath, Maharashtra 431520",,7,,,,8509147217,https://www.google.com/maps/place/OM+STUDY+POINT/data=!4m7!3m6!1s0x3bcff78c90e5294b:0xde61befa8c008ce0!8m2!3d18.8487434!4d76.5331269!16s%2Fg%2F11qpdz37w_!19sChIJSynlkIz3zzsR4IwAjPq-Yd4?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Shree Ganesh Computer Center Wadwani,9196641003,True,Computer Institute,Beed,Wadwani,"INFRONT OF PANCHAYAT SAMITI, near LOKMANYA TILAK COLLEGE, Wadwani, Maharashtra 431144",,,,,,9196641003,"https://www.google.com/maps/place/Shree+ganesh+computer+Center,+Wadwani/data=!4m7!3m6!1s0x3bc5359a8097d2d1:0x8f233f9a48e5ece5!8m2!3d18.9912687!4d76.044196!16s%2Fg%2F11yy400lly!19sChIJ0dKXgJo1xTsR5ezlSJo_I48?authuser=0&hl=en&rclk=1",NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
Foundation School,8509147217,True,Academy,Beed,Parli,"NATRAJ RANG MANDIR, Habib Pura, Parli rural, Parli Vaijnath, Maharashtra 431515",,8,,,,8509147217,https://www.google.com/maps/place/Foundation+School/data=!4m7!3m6!1s0x3bcff7237be197d9:0x49cba55f2a390179!8m2!3d18.8467499!4d76.5318145!16s%2Fg%2F11c3s8xjqb!19sChIJ2ZfheyP3zzsReQE5Kl-ly0k?authuser=0&hl=en&rclk=1,NO_WEBSITE,FULL_LEAD,YES,,not_contacted,,,,,2026-07-02 20:57:27
